BoardName;Ticker;AnnualReportDate;CommitteeName;DirectorName;CommitteeRoleName;FunctionalExperience;BoardRole;BrdPosition;DirRoleStatus;BoardID;NED;DirectorID;TenureSince
APA CORP (Apache Corp prior to 03/2021);APA;01/12/2017;Audit;Chansoo Joung;Chairman / Financial Expert;;Independent Director;Yes;Chansoo Joung joined this role in 15 May 2014;2307;Yes;553032;
APA CORP (Apache Corp prior to 03/2021);APA;01/12/2017;Audit;Amy Nelson;Financial Expert;;Independent Director;Yes;Amy Nelson joined this role in 15 May 2014;2307;Yes;1371228;
APARTMENT INVESTMENT & MANAGEMENT CO (AIMCO);;01/12/2017;Audit;Lanny Martin;Financial Expert;;Lead Independent Director;Yes;Lanny Martin joined this role in 30 Apr 2004;2310;Yes;46436;
APARTMENT INVESTMENT & MANAGEMENT CO (AIMCO);AIV;01/12/2017;Audit;Lanny Martin;Financial Expert;;Lead Independent Director;Yes;Lanny Martin joined this role in 30 Apr 2004;2310;Yes;46436;
APARTMENT INVESTMENT & MANAGEMENT CO (AIMCO);;01/12/2017;Audit;Tom Keltner;Financial Expert;;Independent Director;Yes;Tom Keltner joined this role in 30 Apr 2007;2310;Yes;57442;
APARTMENT INVESTMENT & MANAGEMENT CO (AIMCO);AIV;01/12/2017;Audit;Tom Keltner;Financial Expert;;Independent Director;Yes;Tom Keltner joined this role in 30 Apr 2007;2310;Yes;57442;
APARTMENT INVESTMENT & MANAGEMENT CO (AIMCO);;01/12/2017;Audit;Michael Stein;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Michael Stein joined this role in 15 Oct 2004;2310;Yes;92632;
APARTMENT INVESTMENT & MANAGEMENT CO (AIMCO);AIV;01/12/2017;Audit;Michael Stein;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Michael Stein joined this role in 15 Oct 2004;2310;Yes;92632;
APARTMENT INVESTMENT & MANAGEMENT CO (AIMCO);;01/12/2017;Audit;Michael Stein;Chairman / Financial Expert;VP/CFO(1);Independent Director;Yes;Michael Stein joined this role in 15 Oct 2004;2310;Yes;92632;
APARTMENT INVESTMENT & MANAGEMENT CO (AIMCO);AIV;01/12/2017;Audit;Michael Stein;Chairman / Financial Expert;VP/CFO(1);Independent Director;Yes;Michael Stein joined this role in 15 Oct 2004;2310;Yes;92632;
APARTMENT INVESTMENT & MANAGEMENT CO (AIMCO);;01/12/2017;Audit;Nina Tran;Financial Expert;CFO(4);Independent Director;Yes;Nina Tran joined this role in 01 Mar 2016;2310;Yes;510856;
APARTMENT INVESTMENT & MANAGEMENT CO (AIMCO);AIV;01/12/2017;Audit;Nina Tran;Financial Expert;CFO(4);Independent Director;Yes;Nina Tran joined this role in 01 Mar 2016;2310;Yes;510856;
APARTMENT INVESTMENT & MANAGEMENT CO (AIMCO);;01/12/2017;Audit;Doctor Bob Miller;Member;CFO(1);Independent Director;Yes;Doctor Bob Miller joined this role in 30 Apr 2007;2310;Yes;534781;
APARTMENT INVESTMENT & MANAGEMENT CO (AIMCO);AIV;01/12/2017;Audit;Doctor Bob Miller;Member;CFO(1);Independent Director;Yes;Doctor Bob Miller joined this role in 30 Apr 2007;2310;Yes;534781;
APARTMENT INVESTMENT & MANAGEMENT CO (AIMCO);;01/12/2017;Audit;Kathleen Nelson;Financial Expert;;Independent Director;Yes;Kathleen Nelson joined this role in 26 Apr 2010;2310;Yes;886530;
APARTMENT INVESTMENT & MANAGEMENT CO (AIMCO);AIV;01/12/2017;Audit;Kathleen Nelson;Financial Expert;;Independent Director;Yes;Kathleen Nelson joined this role in 26 Apr 2010;2310;Yes;886530;
ARCHER-DANIELS-MIDLAND CO;ADM;01/12/2017;Audit;Terry Crews;Chairman / Financial Expert;;Independent Director;Yes;Terry Crews joined this role in 01 Nov 2012;2490;Yes;58822;
ARCHER-DANIELS-MIDLAND CO;ADM;01/12/2017;Audit;Pat Moore;Member;VP/CFO(2);Independent Director;Yes;Pat Moore joined this role in 04 Nov 2010;2490;Yes;64757;
ARCHER-DANIELS-MIDLAND CO;ADM;01/12/2017;Audit;Pierre Dufour;Member;;Independent Director;Yes;Pierre Dufour joined this role in 06 May 2010;2490;Yes;453179;
ARCHER-DANIELS-MIDLAND CO;ADM;01/12/2017;Audit;Frank Sanchez;Member;;Independent Director;Yes;Frank Sanchez joined this role in 01 May 2014;2490;Yes;999494;
ARCHER-DANIELS-MIDLAND CO;ADM;01/12/2017;Audit;Debra Sandler;Member;;Independent Director;Yes;Debra Sandler joined this role in 05 May 2016;2490;Yes;1264879;
AUTONATION INC;AN;01/12/2017;Audit;Karen Francis-DeGolia;Member;;Independent Director;Yes;Karen Francis-DeGolia departed in 19 Apr 2017;3143;Yes;103437;
AUTONATION INC;AN;01/12/2017;Audit;Bob Grusky;Chairman / Financial Expert;;Independent Director;Yes;Bob Grusky joined this role in 01 Jan 2007;3143;Yes;182916;
AUTONATION INC;AN;01/12/2017;Audit;David Edelson;Financial Expert;;Independent Director;Yes;David Edelson joined this role in 01 Jan 2009;3143;Yes;486738;
AUTONATION INC;AN;01/12/2017;Audit;Ali Rosenthal;Member;;Independent Director;Yes;Ali Rosenthal departed in 19 Apr 2017;3143;Yes;1111869;
AUTONATION INC;AN;01/12/2017;Audit;Tomago Collins;Member;;Independent Director;Yes;Tomago Collins joined this role in 19 Apr 2017;3143;Yes;1330363;
AVALONBAY COMMUNITIES INC;AVB;01/12/2017;Audit;Ron Havner Jr;Member;VP/CFO(1);Independent Director;Yes;Ron Havner Jr joined this role in 16 Sep 2014;3169;Yes;142196;
AVALONBAY COMMUNITIES INC;AVB;01/12/2017;Audit;Alan Buckelew;Chairman / Financial Expert;;Independent Director;Yes;Alan Buckelew joined this role in 21 May 2015;3169;Yes;203667;
AVALONBAY COMMUNITIES INC;AVB;01/12/2017;Audit;Richard Lieb;Member;CFO(1);Independent Director;Yes;Richard Lieb joined this role in 18 May 2017;3169;Yes;501457;
AVALONBAY COMMUNITIES INC;AVB;01/12/2017;Audit;Glyn Aeppel;Member;;Independent Director;Yes;Glyn Aeppel departed in 18 May 2017;3169;Yes;647343;
AVALONBAY COMMUNITIES INC;AVB;01/12/2017;Audit;Terry Brown;Member;;Independent Director;Yes;Terry Brown joined this role in 01 Jan 2015;3169;Yes;1038493;
AVALONBAY COMMUNITIES INC;AVB;01/12/2017;Audit;Susan Swanezy;Member;;Independent Director;Yes;Susan Swanezy joined this role in 18 May 2017;3169;Yes;1736628;
CR BARD INC (De-listed 12/2017);BCR;01/12/2017;Audit;Rob Davis;Member;Executive VP/CFO(1);Independent Director;Yes;Rob Davis departed in 29 Dec 2017;3578;Yes;485800;
CR BARD INC (De-listed 12/2017);BCR;01/12/2017;Audit;John Kelly;Chairman / Financial Expert;;Independent Director;Yes;John Kelly departed in 29 Dec 2017;3578;Yes;603625;
CR BARD INC (De-listed 12/2017);BCR;01/12/2017;Audit;Lt. Gen. David Melcher;Financial Expert;;Independent Director;Yes;Lt. Gen. David Melcher departed in 29 Dec 2017;3578;Yes;766676;
CR BARD INC (De-listed 12/2017);BCR;01/12/2017;Audit;Doctor David Barrett;Financial Expert;;Independent Director;Yes;Doctor David Barrett departed in 29 Dec 2017;3578;Yes;803965;
BAXTER INTERNATIONAL INC;BAX;01/12/2017;Audit;Tom Stallkamp;Financial Expert;;Lead Independent Director;Yes;Tom Stallkamp joined this role in 06 May 2008;3684;Yes;16941;
BAXTER INTERNATIONAL INC;BAX;01/12/2017;Audit;Kees Storm;Chairman / Financial Expert;;Independent Director;Yes;Kees Storm joined this role in 01 Jul 2015;3684;Yes;16968;
BAXTER INTERNATIONAL INC;BAX;01/12/2017;Audit;Peter Hellman;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Peter Hellman joined this role in 05 May 2015;3684;Yes;52297;
BAXTER INTERNATIONAL INC;BAX;01/12/2017;Audit;Al Stroucken;Financial Expert;;Independent Director;Yes;Al Stroucken joined this role in 16 Nov 2004;3684;Yes;270758;
BAXTER INTERNATIONAL INC;BAX;01/12/2017;Audit;Cathy Smith;Financial Expert;Executive VP/CFO(6);Independent Director;Yes;Cathy Smith joined this role in 17 Jul 2017;3684;Yes;500918;
BAXTER INTERNATIONAL INC;BAX;01/12/2017;Audit;Munib Islam;Member;;Independent Director;Yes;Munib Islam joined this role in 05 May 2015;3684;Yes;1667569;
BEMIS CO INC (De-listed 06/2019);BE7;01/12/2017;Audit;Dave Szczupak;Member;;Independent Director;Yes;Dave Szczupak joined this role in 01 Nov 2012;3994;Yes;510141;
BEMIS CO INC (De-listed 06/2019);BMS;01/12/2017;Audit;Dave Szczupak;Member;;Independent Director;Yes;Dave Szczupak joined this role in 01 Nov 2012;3994;Yes;510141;
BEMIS CO INC (De-listed 06/2019);BE7;01/12/2017;Audit;Arun Nayar;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Arun Nayar joined this role in 05 May 2016;3994;Yes;604662;
BEMIS CO INC (De-listed 06/2019);BMS;01/12/2017;Audit;Arun Nayar;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Arun Nayar joined this role in 05 May 2016;3994;Yes;604662;
BEMIS CO INC (De-listed 06/2019);BE7;01/12/2017;Audit;Ron Floto;Member;;Independent Director;Yes;Ron Floto joined this role in 03 May 2012;3994;Yes;627615;
BEMIS CO INC (De-listed 06/2019);BMS;01/12/2017;Audit;Ron Floto;Member;;Independent Director;Yes;Ron Floto joined this role in 03 May 2012;3994;Yes;627615;
BEMIS CO INC (De-listed 06/2019);BE7;01/12/2017;Audit;Adele Gulfo;Member;;Independent Director;Yes;Adele Gulfo joined this role in 06 Aug 2015;3994;Yes;1057331;
BEMIS CO INC (De-listed 06/2019);BMS;01/12/2017;Audit;Adele Gulfo;Member;;Independent Director;Yes;Adele Gulfo joined this role in 06 Aug 2015;3994;Yes;1057331;
BEMIS CO INC (De-listed 06/2019);BE7;01/12/2017;Audit;Katie Doyle;Member;;Independent Director;Yes;Katie Doyle joined this role in 02 Aug 2017;3994;Yes;1302557;
BEMIS CO INC (De-listed 06/2019);BMS;01/12/2017;Audit;Katie Doyle;Member;;Independent Director;Yes;Katie Doyle joined this role in 02 Aug 2017;3994;Yes;1302557;
BERKSHIRE HATHAWAY INC;BRK.B;01/12/2017;Audit;Tom Murphy Sr;Chairman / Financial Expert;;Independent Director;Outside;Tom Murphy Sr joined this role in 03 Mar 2004;4080;Yes;16398;
BERKSHIRE HATHAWAY INC;BRK.A;01/12/2017;Audit;Tom Murphy Sr;Chairman / Financial Expert;;Independent Director;Outside;Tom Murphy Sr joined this role in 03 Mar 2004;4080;Yes;16398;
BERKSHIRE HATHAWAY INC;BRK.B;01/12/2017;Audit;Sue Decker;Financial Expert;CFO(1);Independent Director;Yes;Sue Decker joined this role in 03 May 2014;4080;Yes;37086;
BERKSHIRE HATHAWAY INC;BRK.A;01/12/2017;Audit;Sue Decker;Financial Expert;CFO(1);Independent Director;Yes;Sue Decker joined this role in 03 May 2014;4080;Yes;37086;
BERKSHIRE HATHAWAY INC;BRK.B;01/12/2017;Audit;Sue Decker;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Sue Decker joined this role in 03 May 2014;4080;Yes;37086;
BERKSHIRE HATHAWAY INC;BRK.A;01/12/2017;Audit;Sue Decker;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Sue Decker joined this role in 03 May 2014;4080;Yes;37086;
BERKSHIRE HATHAWAY INC;BRK.B;01/12/2017;Audit;Charlotte Guyman;Member;;Independent Director;Outside;Charlotte Guyman joined this role in 03 Mar 2004;4080;Yes;203401;
BERKSHIRE HATHAWAY INC;BRK.A;01/12/2017;Audit;Charlotte Guyman;Member;;Independent Director;Outside;Charlotte Guyman joined this role in 03 Mar 2004;4080;Yes;203401;
BERKSHIRE HATHAWAY INC;BRK.B;01/12/2017;Audit;Meryl Witmer;Member;;Independent Director;Yes;Meryl Witmer joined this role in 11 Aug 2017;4080;Yes;1301202;
BERKSHIRE HATHAWAY INC;BRK.A;01/12/2017;Audit;Meryl Witmer;Member;;Independent Director;Yes;Meryl Witmer joined this role in 11 Aug 2017;4080;Yes;1301202;
BANK OF AMERICA CORP;BAC;01/12/2017;Audit;Pierre De Weck;Financial Expert;;Independent Director;Yes;Pierre De Weck joined this role in 24 Jul 2013;4504;Yes;15015;
BANK OF AMERICA CORP;BAC;01/12/2017;Audit;Lionel Nowell III;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Lionel Nowell III joined this role in 08 May 2013;4504;Yes;33362;
BANK OF AMERICA CORP;BAC;01/12/2017;Audit;Lionel Nowell III;Financial Expert;VP/CFO(1);Independent Director;Yes;Lionel Nowell III joined this role in 08 May 2013;4504;Yes;33362;
BANK OF AMERICA CORP;BAC;01/12/2017;Audit;Arnold Donald;Financial Expert;;Independent Director;Yes;Arnold Donald joined this role in 27 Apr 2016;4504;Yes;35264;
BANK OF AMERICA CORP;BAC;01/12/2017;Audit;Dave Yost;Financial Expert;;Independent Director;Yes;Dave Yost joined this role in 23 Aug 2012;4504;Yes;50521;
BANK OF AMERICA CORP;BAC;01/12/2017;Audit;Mike White;Financial Expert;CFO(1);Independent Director;Yes;Mike White joined this role in 23 Jun 2016;4504;Yes;204713;
BANK OF AMERICA CORP;BAC;01/12/2017;Audit;Mike White;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Mike White joined this role in 23 Jun 2016;4504;Yes;204713;
BANK OF AMERICA CORP;BAC;01/12/2017;Audit;Doctor Sharon Allen;Chair/Financial Expert;;Independent Director;Yes;Doctor Sharon Allen joined this role in 08 May 2013;4504;Yes;997377;
BLACKROCK INC;BLK;01/12/2017;Audit;John Varley;Financial Expert;GFD(1);Independent Director;Yes;John Varley departed in 20 Jun 2017;4584;Yes;10234;
BLACKROCK INC;BLK;01/12/2017;Audit;Doctor Mathis Cabiallavetta;Financial Expert;;Independent Director;Yes;Doctor Mathis Cabiallavetta joined this role in 27 May 2008;4584;Yes;12957;
BLACKROCK INC;BLK;01/12/2017;Audit;Ivan Seidenberg;Financial Expert;;Independent Director;Yes;Ivan Seidenberg joined this role in 2011;4584;Yes;25011;
BLACKROCK INC;BLK;01/12/2017;Audit;Sir Deryck Maughan;Financial Expert;;Independent Director;Yes;Sir Deryck Maughan joined this role in 10 Mar 2016;4584;Yes;32202;
BLACKROCK INC;BLK;01/12/2017;Audit;Murry Gerber;Financial Expert;;Lead Independent Director;Yes;Murry Gerber joined this role in 10 Mar 2016;4584;Yes;81677;
BLACKROCK INC;BLK;01/12/2017;Audit;Pamela Daley;Chair/Financial Expert;;Independent Director;Yes;Pamela Daley joined this role in 10 Mar 2016;4584;Yes;340616;
BLACKROCK INC;BLK;01/12/2017;Audit;Tony Slim Domit;Financial Expert;;Independent Director;Yes;Tony Slim Domit joined this role in 30 May 2013;4584;Yes;832539;
BOEING CO;BA;01/12/2017;Audit;Ron Williams;Financial Expert;;Independent Director;Yes;Ron Williams joined this role in 01 May 2017;4730;Yes;26533;
BOEING CO;BA;01/12/2017;Audit;Randall Stephenson Jr;Financial Expert;Senior Executive VP/CFO(2);Independent Director;Yes;Randall Stephenson Jr departed in 15 Dec 2017;4730;Yes;33072;
BOEING CO;BA;01/12/2017;Audit;Ed Liddy;Chairman / Financial Expert;;Independent Director;Yes;Ed Liddy departed in 30 Apr 2017;4730;Yes;33916;
BOEING CO;BA;01/12/2017;Audit;Ambassador Susan Schwab;Member;;Independent Director;Yes;Ambassador Susan Schwab joined this role in 10 Feb 2010;4730;Yes;104877;
BOEING CO;BA;01/12/2017;Audit;Larry Kellner;Chairman / Financial Expert;Executive VP/CFO(3);Independent Director;Yes;Larry Kellner joined this role in 01 May 2017;4730;Yes;182099;
BOEING CO;BA;01/12/2017;Audit;Lynn Good;Financial Expert;Executive VP/CFO(4);Independent Director;Yes;Lynn Good joined this role in 11 Aug 2015;4730;Yes;204347;
BOEING CO;BA;01/12/2017;Audit;Bob Bradway;Financial Expert;;Independent Director;Yes;Bob Bradway joined this role in 14 Oct 2016;4730;Yes;534543;
BOEING CO;BA;01/12/2017;Audit;Admiral Ed Giambastiani Jr;Member;;Independent Director;Yes;Admiral Ed Giambastiani Jr joined this role in 07 Oct 2009;4730;Yes;598288;
BOEING CO;BA;01/12/2017;Audit;The Hon. Caroline Kennedy;Member;;Independent Director;Yes;The Hon. Caroline Kennedy joined this role in 10 Aug 2017;4730;Yes;1290671;
BORGWARNER INC;BWA;01/12/2017;Audit;Tom Stallkamp;Financial Expert;;Independent Director;Yes;Tom Stallkamp joined this role in 29 Apr 2015;4839;Yes;16941;
BORGWARNER INC;BWA;01/12/2017;Audit;The Hon. Jock McKernan Jr;Member;;Independent Director;Yes;The Hon. Jock McKernan Jr departed in 26 Apr 2017;4839;Yes;91807;
BORGWARNER INC;BWA;01/12/2017;Audit;Ernest Novak Jr;Chairman / Financial Expert;;Independent Director;Yes;Ernest Novak Jr departed in 26 Apr 2017;4839;Yes;183748;
BORGWARNER INC;BWA;01/12/2017;Audit;Dennis Cuneo;Member;;Independent Director;Yes;Dennis Cuneo joined this role in 29 Apr 2009;4839;Yes;598341;
BORGWARNER INC;BWA;01/12/2017;Audit;Roger Krone;Financial Expert;;Independent Director;Yes;Roger Krone joined this role in 08 Feb 2017;4839;Yes;881227;
BORGWARNER INC;BWA;01/12/2017;Audit;Mike Hanley;Chairman / Financial Expert;;Independent Director;Yes;Mike Hanley joined this role in 26 Apr 2017;4839;Yes;1458096;
BOSTON PROPERTIES INC;BXP;01/12/2017;Audit;Karen Dykstra;Financial Expert;CFO(1);Independent Director;Yes;Karen Dykstra joined this role in 17 May 2016;4863;Yes;35092;
BOSTON PROPERTIES INC;BXP;01/12/2017;Audit;Alan Patricof;Financial Expert;;Independent Director;Outside;Alan Patricof joined this role in 17 May 2016;4863;Yes;180015;
BOSTON PROPERTIES INC;BXP;01/12/2017;Audit;Martin Turchin;Member;;Independent Director;Yes;Martin Turchin joined this role in 17 May 2016;4863;Yes;180017;
BOSTON PROPERTIES INC;BXP;01/12/2017;Audit;Dave Twardock;Chairman / Financial Expert;;Independent Director;Outside;Dave Twardock joined this role in 17 May 2016;4863;Yes;180034;
BOSTON SCIENTIFIC CORP;BSX;01/12/2017;Audit;Ed Ludwig;Financial Expert;;Lead Independent Director;Yes;Ed Ludwig joined this role in 03 May 2016;4865;Yes;47736;
BOSTON SCIENTIFIC CORP;BSX;01/12/2017;Audit;Dave Roux;Financial Expert;;Independent Director;Yes;Dave Roux joined this role in 03 May 2016;4865;Yes;49696;
BOSTON SCIENTIFIC CORP;BSX;01/12/2017;Audit;Senator John Sununu;Financial Expert;;Independent Director;Yes;Senator John Sununu joined this role in 03 May 2016;4865;Yes;492532;
BOSTON SCIENTIFIC CORP;BSX;01/12/2017;Audit;Ellen Zane;Financial Expert;;Independent Director;Yes;Ellen Zane joined this role in 03 May 2016;4865;Yes;496240;
BOSTON SCIENTIFIC CORP;BSX;01/12/2017;Audit;Chuck Dockendorff;Chairman / Financial Expert;Executive VP/CFO(3);Independent Director;Yes;Chuck Dockendorff joined this role in 03 May 2016;4865;Yes;543814;
BRISTOL-MYERS SQUIBB CO;BMY;01/12/2017;Audit;Dinesh Paliwal;Member;;Independent Director;Yes;Dinesh Paliwal departed in 02 May 2017;5118;Yes;356;
BRISTOL-MYERS SQUIBB CO;BMY;01/12/2017;Audit;Jerry Storch;Financial Expert;;Independent Director;Yes;Jerry Storch joined this role in 23 Jan 2012;5118;Yes;34870;
BRISTOL-MYERS SQUIBB CO;BMY;01/12/2017;Audit;Michael Grobstein;Financial Expert;;Independent Director;Yes;Michael Grobstein joined this role in 01 May 2012;5118;Yes;36563;
BRISTOL-MYERS SQUIBB CO;BMY;01/12/2017;Audit;Alan Lacy;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Alan Lacy joined this role in 01 May 2012;5118;Yes;47746;
BRISTOL-MYERS SQUIBB CO;BMY;01/12/2017;Audit;Pete Arduini;Financial Expert;;Independent Director;Yes;Pete Arduini joined this role in 03 May 2016;5118;Yes;321734;
BRISTOL-MYERS SQUIBB CO;BMY;01/12/2017;Audit;Bob Bertolini;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Bob Bertolini joined this role in 02 May 2017;5118;Yes;335265;
BRISTOL-MYERS SQUIBB CO;BMY;01/12/2017;Audit;Ted Samuels II;Financial Expert;;Independent Director;Yes;Ted Samuels II joined this role in 02 May 2017;5118;Yes;1072392;
CAPITAL ONE FINANCIAL CORP;COF;01/12/2017;Audit;Pierre Leroy;Financial Expert;;Independent Director;Yes;Pierre Leroy joined this role in 04 May 2017;5734;Yes;2455;
CAPITAL ONE FINANCIAL CORP;COF;01/12/2017;Audit;Benjamin Jenkins III;Member;;Independent Director;Yes;Benjamin Jenkins III joined this role in 07 May 2013;5734;Yes;33781;
CAPITAL ONE FINANCIAL CORP;COF;01/12/2017;Audit;Bradford Warner;Chairman / Financial Expert;;Independent Director;Yes;Bradford Warner joined this role in 07 May 2013;5734;Yes;35040;
CAPITAL ONE FINANCIAL CORP;COF;01/12/2017;Audit;Peter Raskind;Financial Expert;;Independent Director;Yes;Peter Raskind departed in 04 May 2017;5734;Yes;36440;
CAPITAL ONE FINANCIAL CORP;COF;01/12/2017;Audit;Catherine West;Member;;Independent Director;Yes;Catherine West joined this role in 07 May 2013;5734;Yes;49226;
CATERPILLAR INC;CAT;01/12/2017;Audit;Ray Wilkins Jr;Financial Expert;;Independent Director;Yes;Ray Wilkins Jr joined this role in 12 Apr 2017;6052;Yes;33069;
CATERPILLAR INC;CAT;01/12/2017;Audit;Bill Osborn;Chairman / Financial Expert;;Independent Director;Outside;Bill Osborn joined this role in 01 Jan 2011;6052;Yes;36014;
CATERPILLAR INC;CAT;01/12/2017;Audit;Dan Dickinson;Financial Expert;;Independent Director;Yes;Dan Dickinson joined this role in 10 Jun 2009;6052;Yes;511090;
