BoardName;AnnualReportDate;CommitteeName;DirectorName;CommitteeRoleName;FunctionalExperience;BoardRole;BrdPosition;DirRoleStatus;BoardID;NED;DirectorID;Ticker
ABERCROMBIE & FITCH CO;01/02/2019;Corporate Social Responsibility;Sarah Gallagher;Member;;Independent Director;Yes;Sarah Gallagher joined this role in 19 Jun 2014;446;Yes;1389108;ANF
ABERCROMBIE & FITCH CO;01/02/2019;Nominating and Board Governance;Sarah Gallagher;Member;Chairman (Executive)(1);Independent Director;Yes;Sarah Gallagher joined this role in 19 Jun 2014;446;Yes;1389108;ANF
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Finance;Herbert Hainer;Member;;Independent Director;Yes;Herbert Hainer joined this role in 02 Nov 2016;573;Yes;8828;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Compensation;Herbert Hainer;Member;;Independent Director;Yes;Herbert Hainer joined this role in 02 Nov 2016;573;Yes;8828;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Compensation;Arun Sarin;Member;;Independent Director;Yes;Arun Sarin joined this role in 30 Oct 2015;573;Yes;11523;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Nominating and Governance;Arun Sarin;Member;CEO(4);Independent Director;Yes;Arun Sarin joined this role in 30 Oct 2015;573;Yes;11523;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Nominating and Governance;Arun Sarin;Member;Chairman(1);Independent Director;Yes;Arun Sarin joined this role in 30 Oct 2015;573;Yes;11523;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Nominating and Governance;Arun Sarin;Member;President/CEO(1);Independent Director;Yes;Arun Sarin joined this role in 30 Oct 2015;573;Yes;11523;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Nominating and Governance;Arun Sarin;Member;Vice Chairman(1);Independent Director;Yes;Arun Sarin joined this role in 30 Oct 2015;573;Yes;11523;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Compensation;Nancy McKinstry;Chairman;;Independent Director;Yes;Nancy McKinstry joined this role in 01 Feb 2019;573;Yes;25615;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Nominating and Governance;Nancy McKinstry;Member;CEO(2);Independent Director;Yes;Nancy McKinstry joined this role in 18 Jul 2017;573;Yes;25615;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Nominating and Governance;Nancy McKinstry;Member;Division CEO(1);Independent Director;Yes;Nancy McKinstry joined this role in 18 Jul 2017;573;Yes;25615;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Nominating and Governance;Nancy McKinstry;Member;President/CEO(1);Independent Director;Yes;Nancy McKinstry joined this role in 18 Jul 2017;573;Yes;25615;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Nominating and Governance;Gilles Pélisson;Chairman;CEO(2);Independent Director;Yes;Gilles Pélisson joined this role in 19 Oct 2012;573;Yes;28079;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Nominating and Governance;Gilles Pélisson;Chairman;Chairman(2);Independent Director;Yes;Gilles Pélisson joined this role in 19 Oct 2012;573;Yes;28079;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Nominating and Governance;Gilles Pélisson;Chairman;Chairman/CEO(5);Independent Director;Yes;Gilles Pélisson joined this role in 19 Oct 2012;573;Yes;28079;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Nominating and Governance;Gilles Pélisson;Chairman;Division Chairman/CEO(1);Independent Director;Yes;Gilles Pélisson joined this role in 19 Oct 2012;573;Yes;28079;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Nominating and Governance;Gilles Pélisson;Chairman;Joint Chairman(1);Independent Director;Yes;Gilles Pélisson joined this role in 19 Oct 2012;573;Yes;28079;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Nominating and Governance;Gilles Pélisson;Chairman;President/CEO(1);Independent Director;Yes;Gilles Pélisson joined this role in 19 Oct 2012;573;Yes;28079;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Compensation;Marge Magner;Member;;Chairman (Lead Independent Director);Yes;Marge Magner joined this role in 01 Feb 2019;573;Yes;32315;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Nominating and Governance;Marge Magner;Member;CEO(1);Chairman (Lead Independent Director);Yes;Marge Magner joined this role in 24 Oct 2018;573;Yes;32315;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Nominating and Governance;Marge Magner;Member;Division Chairman/CEO(1);Chairman (Lead Independent Director);Yes;Marge Magner joined this role in 24 Oct 2018;573;Yes;32315;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Nominating and Governance;Marge Magner;Member;Independent Chairman(1);Chairman (Lead Independent Director);Yes;Marge Magner joined this role in 24 Oct 2018;573;Yes;32315;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Finance;Charlie Giancarlo;Member;;Independent Director;Yes;Charlie Giancarlo departed in 01 Feb 2019;573;Yes;32838;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Nominating and Governance;Charlie Giancarlo;Member;CEO(2);Independent Director;Yes;Charlie Giancarlo departed in 01 Feb 2019;573;Yes;32838;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Nominating and Governance;Charlie Giancarlo;Member;Chairman(3);Independent Director;Yes;Charlie Giancarlo departed in 01 Feb 2019;573;Yes;32838;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Nominating and Governance;Charlie Giancarlo;Member;Chairman/CEO(1);Independent Director;Yes;Charlie Giancarlo departed in 01 Feb 2019;573;Yes;32838;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Nominating and Governance;Charlie Giancarlo;Member;President/CEO(2);Independent Director;Yes;Charlie Giancarlo departed in 01 Feb 2019;573;Yes;32838;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Audit;Tracey Travis;Financial Expert;CFO(2);Independent Director;Yes;Tracey Travis joined this role in 20 Jul 2017;573;Yes;339372;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Audit;Tracey Travis;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Tracey Travis joined this role in 20 Jul 2017;573;Yes;339372;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Finance;Tracey Travis;Member;;Independent Director;Yes;Tracey Travis joined this role in 20 Jul 2017;573;Yes;339372;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Audit;Paula Price;Chairwoman / Financial Expert;CFO(1);Independent Director;Yes;Paula Price joined this role in 10 Feb 2017;573;Yes;495269;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Audit;Paula Price;Chairwoman / Financial Expert;Executive VP/CFO(3);Independent Director;Yes;Paula Price joined this role in 10 Feb 2017;573;Yes;495269;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Compensation;Paula Price;Member;;Independent Director;Yes;Paula Price joined this role in 03 Feb 2016;573;Yes;495269;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Audit;Jaime Ardila Gómez;Financial Expert;FD(1);Independent Director;Yes;Jaime Ardila Gómez joined this role in 03 Feb 2016;573;Yes;552615;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Audit;Jaime Ardila Gómez;Financial Expert;Finance Manager(2);Independent Director;Yes;Jaime Ardila Gómez joined this role in 03 Feb 2016;573;Yes;552615;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Finance;Jaime Ardila Gómez;Chairman;;Independent Director;Yes;Jaime Ardila Gómez joined this role in 10 Feb 2017;573;Yes;552615;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Finance;Frank Tang;Member;;Independent Director;Yes;Frank Tang joined this role in 09 May 2014;573;Yes;626812;ACN
ACCENTURE PLC (Accenture Ltd prior to 09/2009);01/08/2019;Audit;Doctor Murthy Renduchintala;Member;;Independent Director;Yes;Doctor Murthy Renduchintala joined this role in 12 Apr 2018;573;Yes;1290939;ACN
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Executive;Olivier Steimer;Member;;Independent Director;Yes;Olivier Steimer joined this role in 20 May 2009;616;Yes;15246;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Finance and Risk;Olivier Steimer;Chairman;;Independent Director;Yes;Olivier Steimer joined this role in 19 May 2010;616;Yes;15246;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Executive;Mike Connors;Member;;Independent Director;Yes;Mike Connors joined this role in 16 May 2012;616;Yes;26070;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Compensation;Mike Connors;Chairman;;Independent Director;Yes;Mike Connors joined this role in 16 May 2012;616;Yes;26070;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Nominating and Governance;Mike Connors;Member;Chairman(1);Independent Director;Yes;Mike Connors joined this role in 2013;616;Yes;26070;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Nominating and Governance;Mike Connors;Member;Chairman/CEO(2);Independent Director;Yes;Mike Connors joined this role in 2013;616;Yes;26070;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Nominating and Governance;Mike Connors;Member;Vice Chairman(1);Independent Director;Yes;Mike Connors joined this role in 2013;616;Yes;26070;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Audit;Doctor Jim Cash Jr;Financial Expert;;Independent Director;Yes;Doctor Jim Cash Jr joined this role in 14 Jan 2016;616;Yes;31669;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Executive;Evan Greenberg;Chairman;;Chairman/President/CEO;Yes;Evan Greenberg joined this role in 17 May 2007;616;No;32638;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Executive;Mary Cirillo-Goldberg;Member;;Independent Director;Yes;Mary Cirillo-Goldberg joined this role in 15 May 2014;616;Yes;32814;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Compensation;Mary Cirillo-Goldberg;Member;;Independent Director;Yes;Mary Cirillo-Goldberg joined this role in 18 May 2006;616;Yes;32814;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Nominating and Governance;Mary Cirillo-Goldberg;Chairman;Chairman/CEO(1);Independent Director;Yes;Mary Cirillo-Goldberg joined this role in 15 May 2014;616;Yes;32814;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Nominating and Governance;Mary Cirillo-Goldberg;Chairman;Division CEO(1);Independent Director;Yes;Mary Cirillo-Goldberg joined this role in 15 May 2014;616;Yes;32814;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Compensation;James Zimmerman;Member;;Independent Director;Yes;James Zimmerman departed in 16 May 2019;616;Yes;35448;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Nominating and Governance;James Zimmerman;Member;Chairman(1);Independent Director;Yes;James Zimmerman departed in 16 May 2019;616;Yes;35448;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Nominating and Governance;James Zimmerman;Member;Chairman/CEO(1);Independent Director;Yes;James Zimmerman departed in 16 May 2019;616;Yes;35448;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Nominating and Governance;James Zimmerman;Member;Vice Chairman(2);Independent Director;Yes;James Zimmerman departed in 16 May 2019;616;Yes;35448;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Finance and Risk;Sheila Burke;Member;;Independent Director;Yes;Sheila Burke joined this role in 19 May 2019;616;Yes;35495;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Compensation;John Edwardson;Member;;Independent Director;Yes;John Edwardson joined this role in 16 May 2019;616;Yes;36878;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Finance and Risk;John Edwardson;Member;;Independent Director;Yes;John Edwardson departed in 19 May 2019;616;Yes;36878;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Nominating and Governance;John Edwardson;Member;Chairman(3);Independent Director;Yes;John Edwardson joined this role in 16 May 2019;616;Yes;36878;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Nominating and Governance;John Edwardson;Member;Chairman/CEO(3);Independent Director;Yes;John Edwardson joined this role in 16 May 2019;616;Yes;36878;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Nominating and Governance;John Edwardson;Member;Chairman/President/CEO(1);Independent Director;Yes;John Edwardson joined this role in 16 May 2019;616;Yes;36878;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Nominating and Governance;John Edwardson;Member;President/CEO(2);Independent Director;Yes;John Edwardson joined this role in 16 May 2019;616;Yes;36878;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Finance and Risk;Mike Atieh;Member;;Independent Director;Outside;Mike Atieh joined this role in 17 May 2018;616;Yes;38036;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Executive;Robert Hernandez;Member;;Lead Independent Director;Yes;Robert Hernandez joined this role in 16 May 2002;616;Yes;38166;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Compensation;Robert Hernandez;Member;;Lead Independent Director;Yes;Robert Hernandez joined this role in 19 May 2010;616;Yes;38166;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Nominating and Governance;Robert Hernandez;Member;Chairman(2);Lead Independent Director;Yes;Robert Hernandez joined this role in 20 May 2009;616;Yes;38166;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Nominating and Governance;Robert Hernandez;Member;Independent Chairman(1);Lead Independent Director;Yes;Robert Hernandez joined this role in 20 May 2009;616;Yes;38166;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Nominating and Governance;Robert Hernandez;Member;Vice Chairman/CFO(1);Lead Independent Director;Yes;Robert Hernandez joined this role in 20 May 2009;616;Yes;38166;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Audit;David Sidwell;Financial Expert;CFO(1);Independent Director;Yes;David Sidwell joined this role in 15 May 2014;616;Yes;203786;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Audit;David Sidwell;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;David Sidwell joined this role in 15 May 2014;616;Yes;203786;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Audit;Bob Scully;Chairman / Financial Expert;;Independent Director;Yes;Bob Scully joined this role in 17 May 2018;616;Yes;373551;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Executive;Bob Scully;Member;;Independent Director;Yes;Bob Scully joined this role in 17 May 2018;616;Yes;373551;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Audit;Kimberly Ross;Financial Expert;Executive VP/CFO(4);Independent Director;Yes;Kimberly Ross joined this role in 15 May 2014;616;Yes;488191;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Finance and Risk;Gene Shanks Jr;Member;;Independent Director;Yes;Gene Shanks Jr joined this role in 18 May 2011;616;Yes;806343;CB
CHUBB LTD (ACE Ltd prior to 01/2016);01/12/2019;Audit;Ted Shasta;Financial Expert;;Independent Director;Yes;Ted Shasta joined this role in 19 May 2010;616;Yes;1009328;CB
ADOBE INC (Adobe Systems Inc prior to 10/2018);01/11/2019;Nominating and Governance;James Daley;Chairman;Vice Chairman(1);Lead Independent Director;Yes;James Daley joined this role in 12 Apr 2018;808;Yes;35535;ADBE
ADOBE INC (Adobe Systems Inc prior to 10/2018);01/11/2019;Executive Compensation;Ned Barnholt;Member;;Independent Director;Yes;Ned Barnholt departed in 11 Apr 2019;808;Yes;37206;ADBE
ADOBE INC (Adobe Systems Inc prior to 10/2018);01/11/2019;Audit;Dan Rosensweig;Financial Expert;;Independent Director;Yes;Dan Rosensweig joined this role in 12 Apr 2018;808;Yes;55271;ADBE
ADOBE INC (Adobe Systems Inc prior to 10/2018);01/11/2019;Audit;Frank Calderoni;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Frank Calderoni joined this role in 09 Apr 2015;808;Yes;62702;ADBE
ADOBE INC (Adobe Systems Inc prior to 10/2018);01/11/2019;Audit;Frank Calderoni;Chairman / Financial Expert;VP/CFO(1);Independent Director;Yes;Frank Calderoni joined this role in 09 Apr 2015;808;Yes;62702;ADBE
ADOBE INC (Adobe Systems Inc prior to 10/2018);01/11/2019;Nominating and Governance;Frank Calderoni;Member;Chairman/President/CEO(1);Independent Director;Yes;Frank Calderoni joined this role in 12 Apr 2018;808;Yes;62702;ADBE
ADOBE INC (Adobe Systems Inc prior to 10/2018);01/11/2019;Nominating and Governance;Frank Calderoni;Member;President/CEO(3);Independent Director;Yes;Frank Calderoni joined this role in 12 Apr 2018;808;Yes;62702;ADBE
ADOBE INC (Adobe Systems Inc prior to 10/2018);01/11/2019;Audit;Rob Burgess;Financial Expert;;Independent Director;Yes;Rob Burgess departed in 11 Apr 2019;808;Yes;182352;ADBE
ADOBE INC (Adobe Systems Inc prior to 10/2018);01/11/2019;Executive Compensation;Amy Banse;Chairwoman;;Independent Director;Yes;Amy Banse joined this role in 12 Apr 2018;808;Yes;454637;ADBE
ADOBE INC (Adobe Systems Inc prior to 10/2018);01/11/2019;Nominating and Governance;Amy Banse;Member;;Independent Director;Yes;Amy Banse joined this role in 12 Apr 2018;808;Yes;454637;ADBE
ADOBE INC (Adobe Systems Inc prior to 10/2018);01/11/2019;Executive Compensation;Laura Desmond;Member;;Independent Director;Yes;Laura Desmond joined this role in 13 Apr 2016;808;Yes;1055781;ADBE
ADOBE INC (Adobe Systems Inc prior to 10/2018);01/11/2019;Executive Compensation;Dave Ricks;Member;;Independent Director;Yes;Dave Ricks joined this role in 12 Apr 2018;808;Yes;1068880;ADBE
ADOBE INC (Adobe Systems Inc prior to 10/2018);01/11/2019;Audit;Dheeraj Pandey;Financial Expert;;Independent Director;Yes;Dheeraj Pandey joined this role in 22 Jan 2019;808;Yes;1340181;ADBE
ADOBE INC (Adobe Systems Inc prior to 10/2018);01/11/2019;Audit;Leeny Oberg;Financial Expert;CFO(1);Independent Director;Yes;Leeny Oberg joined this role in 22 Jan 2019;808;Yes;1643080;ADBE
ADOBE INC (Adobe Systems Inc prior to 10/2018);01/11/2019;Audit;Leeny Oberg;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Leeny Oberg joined this role in 22 Jan 2019;808;Yes;1643080;ADBE
ADVANCED MICRO DEVICES INC (AMD);01/12/2019;Audit and Finance;John Caldwell;Member;CFO(1);Independent Chairman;Yes;John Caldwell joined this role in 12 May 2016;881;Yes;4355;AMD
ADVANCED MICRO DEVICES INC (AMD);01/12/2019;Nominating and Corporate Governance;John Caldwell;Chairman;Chairman(1);Independent Chairman;Yes;John Caldwell joined this role in 12 May 2016;881;Yes;4355;AMD
ADVANCED MICRO DEVICES INC (AMD);01/12/2019;Nominating and Corporate Governance;John Caldwell;Chairman;Chairman/President/CEO(1);Independent Chairman;Yes;John Caldwell joined this role in 12 May 2016;881;Yes;4355;AMD
